player1,player2,results_set,runs,num_Ns,num_ULs,num_UWs,Z_stat,p_val_1,p_val_2,p_val_1_adj,p_val_2_adj
Erakovic M.,Hantuchova D.,"[('22/06/2011', 'N'), ('16/09/2011', 'UW'), ('02/04/2013', 'UW'), ('14/02/2015', 'N')]",3,2,2,0,-0.6123724356957945,0.2701456873037099,0.5402913746074199,0.5,1.0
Hantuchova D.,Morita A.,"[('14/09/2007', 'N'), ('17/02/2009', 'N'), ('23/09/2009', 'N'), ('07/01/2013', 'UL')]",2,3,1,0,0.0,0.5,1.0,0.5,1.0
Hantuchova D.,Razzano V.,"[('03/01/2007', 'UL'), ('18/02/2009', 'UL'), ('26/05/2009', 'UL'), ('10/01/2010', 'N')]",2,1,3,0,0.0,0.5,1.0,0.5,1.0
Hantuchova D.,Zvonareva V.,"[('25/03/2007', 'UL'), ('01/10/2008', 'N'), ('09/10/2008', 'N'), ('13/08/2009', 'UW'), ('12/02/2011', 'UW'), ('24/02/2011', 'N'), ('19/08/2011', 'N')]",4,4,1,2,-0.5400617248673217,0.2945772327250291,0.5891544654500582,0.5,1.0
Hantuchova D.,Sugiyama A.,"[('30/03/2008', 'UL'), ('17/07/2008', 'UL'), ('26/06/2009', 'N')]",2,1,2,0,0.3535533905932734,0.3618368049158816,0.7236736098317633,0.5,1.0
Hantuchova D.,Peer S.,"[('15/03/2007', 'UW'), ('23/10/2009', 'UL'), ('27/07/2010', 'N')]",3,1,1,1,0.0,0.5,1.0,0.5,1.0
Hantuchova D.,Ivanovic A.,"[('21/06/2007', 'UW'), ('30/09/2007', 'N'), ('07/11/2007', 'N'), ('24/01/2008', 'N'), ('11/06/2011', 'N'), ('25/03/2012', 'N')]",2,5,1,0,-0.3535533905932734,0.3618368049158816,0.7236736098317633,0.5,1.0
Hantuchova D.,Jankovic J.,"[('26/09/2008', 'N'), ('12/05/2009', 'N'), ('16/04/2010', 'UW'), ('31/05/2010', 'N'), ('28/05/2013', 'N')]",3,4,1,0,-0.2041241452319317,0.419128243192913,0.8382564863858261,0.5,1.0
Hantuchova D.,Vaidisova N.,"[('27/10/2007', 'UW'), ('08/01/2008', 'N')]",2,1,1,0,0.0,0.5,1.0,0.5,1.0
Hantuchova D.,Wozniak A.,"[('28/07/2009', 'N'), ('08/08/2012', 'UL')]",2,1,1,0,0.0,0.5,1.0,0.5,1.0
Cornet A.,Hantuchova D.,"[('17/01/2007', 'N'), ('17/01/2008', 'N'), ('21/08/2008', 'N'), ('23/01/2009', 'N'), ('12/02/2009', 'N'), ('29/04/2009', 'UL'), ('27/08/2014', 'N')]",3,6,1,0,-0.4743416490252571,0.317628147998624,0.6352562959972481,0.5,1.0
Hantuchova D.,Ondraskova Z.,"[('09/05/2007', 'UL'), ('27/09/2007', 'N')]",2,1,1,0,0.0,0.5,1.0,0.5,1.0
Hantuchova D.,Kirilenko M.,"[('21/02/2007', 'N'), ('22/09/2007', 'UL'), ('21/01/2008', 'N'), ('12/02/2012', 'N')]",3,3,1,0,0.0,0.5,1.0,0.5,1.0
Hantuchova D.,Li N.,"[('16/03/2007', 'N'), ('23/01/2010', 'N'), ('15/06/2011', 'UW'), ('29/09/2013', 'N')]",3,3,1,0,0.0,0.5,1.0,0.5,1.0
Hantuchova D.,Schnyder P.,"[('28/09/2007', 'N'), ('28/10/2007', 'N'), ('25/03/2010', 'N'), ('15/10/2010', 'UL')]",2,3,1,0,0.0,0.5,1.0,0.5,1.0
Chakvetadze A.,Hantuchova D.,"[('17/05/2007', 'UL'), ('22/06/2007', 'UW'), ('29/07/2007', 'N'), ('27/03/2009', 'UW'), ('15/02/2011', 'UW')]",4,1,1,3,-0.4999999999999997,0.308537538725987,0.617075077451974,0.5,1.0
Hantuchova D.,Vinci R.,"[('30/01/2007', 'UL'), ('15/06/2009', 'N'), ('14/03/2010', 'UL'), ('09/01/2012', 'N'), ('30/10/2012', 'N')]",4,3,2,0,0.1091089451179962,0.4565580400361871,0.9131160800723744,0.5,1.0
Hantuchova D.,Schiavone F.,"[('11/03/2007', 'N'), ('16/09/2008', 'UL'), ('07/10/2008', 'UW'), ('03/05/2010', 'N'), ('12/05/2011', 'N'), ('10/01/2012', 'UW'), ('14/06/2013', 'N')]",6,4,1,2,0.5400617248673217,0.2945772327250291,0.5891544654500582,0.5,1.0
Hantuchova D.,Medina Garrigues A.,"[('18/05/2007', 'N'), ('02/06/2007', 'UL')]",2,1,1,0,0.0,0.5,1.0,0.5,1.0
Hantuchova D.,Safina D.,"[('16/10/2007', 'N'), ('07/01/2008', 'N'), ('30/04/2009', 'N'), ('18/06/2009', 'N'), ('05/08/2009', 'N'), ('25/08/2010', 'UL'), ('30/08/2010', 'UW'), ('12/03/2011', 'UL')]",4,5,2,1,-0.7897862851668316,0.2148262949705959,0.4296525899411918,0.5,1.0
Hantuchova D.,Petrova N.,"[('06/10/2009', 'N'), ('28/03/2010', 'UW'), ('19/05/2011', 'N')]",3,2,1,0,0.3535533905932734,0.3618368049158816,0.7236736098317633,0.5,1.0
Hantuchova D.,Hsieh S.W.,"[('11/02/2012', 'N'), ('02/11/2012', 'UL')]",2,1,1,0,0.0,0.5,1.0,0.5,1.0
Hantuchova D.,Kuznetsova S.,"[('02/03/2007', 'N'), ('17/03/2007', 'UW'), ('19/05/2007', 'N'), ('09/11/2007', 'UW'), ('05/05/2009', 'N'), ('29/05/2011', 'N'), ('22/09/2015', 'N'), ('18/01/2016', 'N')]",5,6,2,0,0.5400617248673217,0.2945772327250291,0.5891544654500582,0.5,1.0
Chan Y.J.,Hantuchova D.,"[('21/09/2007', 'N'), ('12/09/2008', 'N'), ('14/01/2013', 'UW')]",2,2,1,0,0.3535533905932734,0.3618368049158816,0.7236736098317633,0.5,1.0
Hantuchova D.,Williams V.,"[('03/08/2007', 'N'), ('29/03/2010', 'N'), ('16/06/2011', 'UW')]",2,2,1,0,0.3535533905932734,0.3618368049158816,0.7236736098317633,0.5,1.0
Azarenka V.,Hantuchova D.,"[('22/02/2011', 'UL'), ('24/06/2011', 'N'), ('10/03/2013', 'N'), ('05/09/2013', 'N')]",2,3,1,0,0.0,0.5,1.0,0.5,1.0
Govortsova O.,Hantuchova D.,"[('12/06/2007', 'N'), ('23/07/2008', 'UW'), ('20/08/2008', 'N'), ('28/05/2010', 'N')]",3,3,1,0,0.0,0.5,1.0,0.5,1.0
Hantuchova D.,Shvedova Y.,"[('18/08/2009', 'UL'), ('13/06/2016', 'UW')]",2,1,1,0,0.0,0.5,1.0,0.5,1.0
Goerges J.,Hantuchova D.,"[('23/02/2012', 'UW'), ('09/10/2012', 'N')]",2,1,1,0,0.0,0.5,1.0,0.5,1.0
Hantuchova D.,Makarova E.,"[('10/02/2009', 'N'), ('24/09/2012', 'UW'), ('12/08/2014', 'N')]",3,2,1,0,0.3535533905932734,0.3618368049158816,0.7236736098317633,0.5,1.0
Hantuchova D.,Parmentier P.,"[('20/10/2008', 'N'), ('30/08/2011', 'UL')]",2,1,1,0,0.0,0.5,1.0,0.5,1.0
Cirstea S.,Hantuchova D.,"[('15/09/2007', 'N'), ('24/10/2008', 'UW'), ('08/06/2011', 'N'), ('15/06/2016', 'N')]",3,3,1,0,0.0,0.5,1.0,0.5,1.0
Hantuchova D.,Szavay A.,"[('08/02/2008', 'UL'), ('06/01/2010', 'N')]",2,1,1,0,0.0,0.5,1.0,0.5,1.0
Hantuchova D.,Wozniacki C.,"[('11/04/2009', 'N'), ('27/03/2011', 'N'), ('27/05/2011', 'UW'), ('25/09/2012', 'N'), ('01/11/2012', 'N'), ('05/08/2014', 'N')]",3,5,1,0,-0.3535533905932734,0.3618368049158816,0.7236736098317633,0.5,1.0
Hantuchova D.,Radwanska U.,"[('20/05/2009', 'N'), ('09/02/2012', 'N'), ('17/07/2012', 'UL'), ('26/07/2013', 'UL'), ('07/01/2015', 'N'), ('06/03/2015', 'UL')]",4,3,3,0,-0.4564354645876384,0.324038434069573,0.6480768681391461,0.5,1.0
Czink M.,Hantuchova D.,"[('16/09/2011', 'N'), ('13/06/2012', 'UW')]",2,1,1,0,0.0,0.5,1.0,0.5,1.0
Dulko G.,Hantuchova D.,"[('25/10/2007', 'N'), ('22/09/2008', 'N'), ('11/05/2009', 'UL'), ('09/08/2011', 'N')]",3,3,1,0,0.0,0.5,1.0,0.5,1.0
Hantuchova D.,Paszek T.,"[('13/09/2008', 'UL'), ('20/06/2012', 'UL'), ('31/07/2013', 'N')]",2,1,2,0,0.3535533905932734,0.3618368049158816,0.7236736098317633,0.5,1.0
Hantuchova D.,Wickmayer Y.,"[('13/02/2008', 'N'), ('14/03/2009', 'N'), ('05/11/2010', 'UW'), ('23/07/2013', 'N'), ('28/02/2017', 'UW')]",4,3,2,0,0.1091089451179962,0.4565580400361871,0.9131160800723744,0.5,1.0
