player1,player2,match_results,results_set,upset_results,results_set_with_dates,upset_results_set_with_dates,or,p_value_fisher,expected_wins_p1,expected_wins_p2,actual_wins_p1,actual_wins_p2
Kerber A.,Vesnina E.,"['p1', 'p1', 'p2', 'p2', 'p1']","['N', 'N', 'U', 'U', 'N']","['UL', 'UL']","['09/01/2012', '19/06/2012', '20/08/2013', '15/03/2017', '12/03/2018']","['09/01/2012', '19/06/2012', '20/08/2013', '15/03/2017', '12/03/2018']",2.0,1.0,3.430875335921952,1.5691246640780483,3,2
Benesova I.,Vesnina E.,"['p1', 'p1', 'p1']","['N', 'N', 'N']",[],"['12/05/2008', '19/08/2008', '21/03/2012']","['12/05/2008', '19/08/2008', '21/03/2012']",0.0,0.4000000000000001,1.7584869327463006,1.2415130672536998,3,0
Arn G.,Vesnina E.,['p1'],['U'],['UW'],['12/05/2011'],['12/05/2011'],nan,1.0,0.3916994853475329,0.6083005146524672,1,0
Rodina E.,Vesnina E.,"['p2', 'p1']","['N', 'U']",['UW'],"['14/04/2009', '21/10/2009']","['14/04/2009', '21/10/2009']",0.0,1.0,0.29261782715774853,1.7073821728422516,1,1
Martinez-Sanchez M.J.,Vesnina E.,['p2'],['N'],[],['27/09/2009'],['27/09/2009'],nan,1.0,0.5537531096358959,0.44624689036410414,0,1
Pironkova T.,Vesnina E.,['p2'],['N'],[],['31/10/2013'],['31/10/2013'],nan,1.0,0.2579881935338498,0.7420118064661502,0,1
Johansson M.,Vesnina E.,['p2'],['N'],[],['31/01/2013'],['31/01/2013'],nan,1.0,0.19558245882920403,0.8044175411707959,0,1
Lisicki S.,Vesnina E.,['p1'],['N'],[],['17/04/2009'],['17/04/2009'],nan,1.0,0.4098462863590269,0.590153713640973,1,0
Niculescu M.,Vesnina E.,"['p2', 'p1', 'p2']","['N', 'N', 'U']",['UL'],"['24/09/2010', '13/02/2012', '01/05/2013']","['24/09/2010', '13/02/2012', '01/05/2013']",2.0,1.0,1.3148710909269155,1.6851289090730845,1,2
Suarez Navarro C.,Vesnina E.,"['p1', 'p1']","['N', 'N']",[],"['25/02/2016', '27/04/2017']","['25/02/2016', '27/04/2017']",nan,1.0,1.1791943746886984,0.8208056253113016,2,0
Radwanska A.,Vesnina E.,"['p2', 'p1', 'p1', 'p1', 'p1']","['U', 'N', 'N', 'N', 'N']",['UL'],"['11/05/2011', '09/08/2011', '03/01/2013', '15/08/2013', '23/03/2014']","['11/05/2011', '09/08/2011', '03/01/2013', '15/08/2013', '23/03/2014']",0.75,1.0,3.762800290353467,1.2371997096465328,4,1
Parra Santonja A.,Vesnina E.,['p2'],['N'],[],['10/01/2011'],['10/01/2011'],nan,1.0,0.2617114233279595,0.7382885766720405,0,1
Brengle M.,Vesnina E.,"['p2', 'p2']","['N', 'N']",[],"['22/06/2016', '03/04/2018']","['22/06/2016', '03/04/2018']",nan,1.0,0.7809026292466974,1.2190973707533026,0,2
Oudin M.,Vesnina E.,"['p2', 'p2', 'p1', 'p1']","['N', 'N', 'U', 'U']","['UW', 'UW']","['09/04/2010', '10/08/2010', '10/03/2011', '14/06/2012']","['09/04/2010', '10/08/2010', '10/03/2011', '14/06/2012']",0.5,1.0,1.6034831613179117,2.3965168386820883,2,2
Vesnina E.,Zheng J.,"['p2', 'p2', 'p2']","['N', 'U', 'N']",['UL'],"['05/05/2009', '05/08/2009', '18/08/2009']","['05/05/2009', '05/08/2009', '18/08/2009']",inf,0.4000000000000001,1.3771350553124082,1.6228649446875918,0,3
Vesnina E.,Wozniak A.,['p2'],['N'],[],['12/09/2012'],['12/09/2012'],nan,1.0,0.49858487481822816,0.5014151251817718,0,1
Flipkens K.,Vesnina E.,['p2'],['N'],[],['13/08/2013'],['13/08/2013'],nan,1.0,0.5676150482917472,0.43238495170825286,0,1
Pavlyuchenkova A.,Vesnina E.,"['p1', 'p1']","['N', 'N']",[],"['01/08/2010', '02/05/2013']","['01/08/2010', '02/05/2013']",nan,1.0,1.1552167053596405,0.8447832946403595,2,0
Rodionova An.,Vesnina E.,['p2'],['N'],[],['30/07/2010'],['30/07/2010'],nan,1.0,0.5157309059106595,0.48426909408934055,0,1
Mayr P.,Vesnina E.,['p2'],['N'],[],['08/04/2009'],['08/04/2009'],nan,1.0,0.30178389917932663,0.6982161008206733,0,1
Martic P.,Vesnina E.,"['p1', 'p2']","['N', 'U']",['UL'],"['15/08/2011', '03/05/2012']","['15/08/2011', '03/05/2012']",0.0,1.0,0.8698641241974505,1.1301358758025495,1,1
Kustova D.,Vesnina E.,['p2'],['N'],[],['23/09/2010'],['23/09/2010'],nan,1.0,0.38779977831829665,0.6122002216817033,0,1
Kulikova R.,Vesnina E.,['p1'],['U'],['UW'],['22/07/2008'],['22/07/2008'],nan,1.0,0.6096120326962458,0.39038796730375425,1,0
Vesnina E.,Zahlavova S.,['p2'],['U'],['UL'],['14/06/2010'],['14/06/2010'],nan,1.0,0.7832137284454568,0.21678627155454322,0,1
Date Krumm K.,Vesnina E.,['p2'],['N'],[],['09/03/2013'],['09/03/2013'],nan,1.0,0.16210392314689,0.8378960768531101,0,1
Marino R.,Vesnina E.,['p2'],['N'],[],['04/04/2011'],['04/04/2011'],nan,1.0,0.5761316225338893,0.4238683774661108,0,1
Coin J.,Vesnina E.,['p1'],['U'],['UW'],['19/05/2009'],['19/05/2009'],nan,1.0,0.2991046770837746,0.7008953229162254,1,0
Barrois K.,Vesnina E.,"['p1', 'p1']","['U', 'U']","['UW', 'UW']","['14/06/2009', '27/04/2011']","['14/06/2009', '27/04/2011']",0.0,0.3333333333333333,0.5609258906432557,1.4390741093567443,2,0
Lucic M.,Vesnina E.,['p1'],['U'],['UW'],['23/04/2013'],['23/04/2013'],nan,1.0,0.1418469082421699,0.85815309175783,1,0
Rogowska O.,Vesnina E.,['p2'],['N'],[],['12/06/2012'],['12/06/2012'],nan,1.0,0.2389206796177047,0.7610793203822952,0,1
Vesnina E.,Voegele S.,['p1'],['N'],[],['28/07/2010'],['28/07/2010'],nan,1.0,0.6421115711288965,0.3578884288711034,1,0
Mattek-Sands B.,Vesnina E.,['p2'],['U'],['UL'],['06/04/2011'],['06/04/2011'],nan,1.0,0.548595948488327,0.451404051511673,0,1
Soler Espinosa S.,Vesnina E.,['p2'],['N'],[],['07/01/2013'],['07/01/2013'],nan,1.0,0.2869643491859742,0.7130356508140258,0,1
Petkovic A.,Vesnina E.,"['p2', 'p1']","['U', 'N']",['UL'],"['31/07/2010', '23/09/2013']","['31/07/2010', '23/09/2013']",inf,1.0,1.107610342571054,0.8923896574289459,1,1
Dulgheru A.,Vesnina E.,"['p2', 'p2']","['N', 'U']",['UL'],"['08/02/2010', '25/03/2015']","['08/02/2010', '25/03/2015']",nan,1.0,0.6732946037949799,1.32670539620502,0,2
Pervak K.,Vesnina E.,['p2'],['U'],['UL'],['02/05/2012'],['02/05/2012'],nan,1.0,0.6310536071628904,0.36894639283710967,0,1
Begu I.,Vesnina E.,['p1'],['U'],['UW'],['06/05/2017'],['06/05/2017'],nan,1.0,0.28999658284672025,0.7100034171532799,1,0
Vandeweghe C.,Vesnina E.,['p1'],['N'],[],['02/11/2017'],['02/11/2017'],nan,1.0,0.6953073938114503,0.30469260618854954,1,0
Ferguson S.,Vesnina E.,['p2'],['N'],[],['07/04/2010'],['07/04/2010'],nan,1.0,0.1337912699591329,0.8662087300408671,0,1
Jovanovski B.,Vesnina E.,"['p2', 'p2', 'p1']","['N', 'N', 'U']",['UW'],"['27/07/2010', '30/04/2014', '14/10/2015']","['27/07/2010', '30/04/2014', '14/10/2015']",2.0,1.0,1.2275073174088098,1.7724926825911902,1,2
Mchale C.,Vesnina E.,"['p1', 'p2', 'p2']","['N', 'U', 'N']",['UL'],"['09/03/2012', '13/06/2012', '15/02/2017']","['09/03/2012', '13/06/2012', '15/02/2017']",2.0,1.0,1.7092563643103424,1.2907436356896578,1,2
Vesnina E.,Watson H.,"['p1', 'p1', 'p1']","['N', 'N', 'U']",['UW'],"['13/04/2010', '19/06/2013', '20/06/2016']","['13/04/2010', '19/06/2013', '20/06/2016']",nan,1.0,2.0439158393567824,0.9560841606432173,3,0
Stephens S.,Vesnina E.,"['p2', 'p1']","['U', 'N']",['UL'],"['11/01/2013', '10/04/2016']","['11/01/2013', '10/04/2016']",inf,1.0,1.2741587432491452,0.7258412567508548,1,1
Halep S.,Vesnina E.,['p2'],['U'],['UL'],['23/02/2016'],['23/02/2016'],nan,1.0,0.8609214273942527,0.13907857260574738,0,1
Riske A.,Vesnina E.,"['p2', 'p2']","['U', 'U']","['UL', 'UL']","['21/03/2014', '08/08/2017']","['21/03/2014', '08/08/2017']",nan,1.0,0.8427046303478002,1.1572953696522,0,2
Koehler M.J.,Vesnina E.,['p2'],['N'],[],['29/04/2013'],['29/04/2013'],nan,1.0,0.09871263734020301,0.9012873626597969,0,1
Mladenovic K.,Vesnina E.,"['p2', 'p2', 'p2']","['N', 'N', 'U']",['UL'],"['29/04/2014', '06/01/2015', '18/03/2017']","['29/04/2014', '06/01/2015', '18/03/2017']",inf,0.4000000000000001,1.0901474347561375,1.9098525652438623,0,3
Doi M.,Vesnina E.,['p2'],['N'],[],['21/02/2017'],['21/02/2017'],nan,1.0,0.33884180696253424,0.6611581930374657,0,1
Siegemund L.,Vesnina E.,"['p2', 'p2']","['N', 'U']",['UL'],"['08/04/2016', '15/05/2018']","['08/04/2016', '15/05/2018']",inf,0.3333333333333333,1.1994980861937092,0.8005019138062909,0,2
Tsurenko L.,Vesnina E.,['p2'],['N'],[],['20/09/2010'],['20/09/2010'],nan,1.0,0.27491459041172855,0.7250854095882715,0,1
Pliskova Ka.,Vesnina E.,"['p1', 'p1']","['N', 'N']",[],"['24/06/2016', '05/05/2018']","['24/06/2016', '05/05/2018']",nan,1.0,1.395155128929737,0.6048448710702631,2,0
Pliskova Kr.,Vesnina E.,['p1'],['U'],['UW'],['05/04/2018'],['05/04/2018'],nan,1.0,0.43215561155058346,0.5678443884494166,1,0
Hampton J.,Vesnina E.,['p2'],['N'],[],['22/06/2013'],['22/06/2013'],nan,1.0,0.5771064138955599,0.4228935861044401,0,1
Barthel M.,Vesnina E.,"['p2', 'p2']","['U', 'U']","['UL', 'UL']","['30/09/2012', '12/01/2013']","['30/09/2012', '12/01/2013']",inf,0.3333333333333333,1.1160122909040044,0.8839877090959953,0,2
Keys M.,Vesnina E.,['p1'],['U'],['UW'],['18/06/2014'],['18/06/2014'],nan,1.0,0.46865004171749164,0.5313499582825084,1,0
Puig M.,Vesnina E.,['p2'],['N'],[],['07/01/2014'],['07/01/2014'],nan,1.0,0.1948972790970081,0.805102720902992,0,1
Rogers S.,Vesnina E.,"['p1', 'p2']","['U', 'N']",['UW'],"['11/10/2016', '12/03/2017']","['11/10/2016', '12/03/2017']",0.0,1.0,0.6252368210662205,1.3747631789337795,1,1
Garcia C.,Vesnina E.,"['p2', 'p2']","['U', 'U']","['UL', 'UL']","['22/02/2016', '15/08/2017']","['22/02/2016', '15/08/2017']",inf,0.3333333333333333,1.2046249774230273,0.7953750225769727,0,2
Konta J.,Vesnina E.,['p1'],['N'],[],['27/03/2016'],['27/03/2016'],nan,1.0,0.6599143481501252,0.3400856518498749,1,0
Bertens K.,Vesnina E.,['p2'],['U'],['UL'],['04/11/2016'],['04/11/2016'],nan,1.0,0.43503011911529466,0.5649698808847053,0,1
Bouchard E.,Vesnina E.,['p2'],['N'],[],['31/12/2012'],['31/12/2012'],nan,1.0,0.37167811389250016,0.6283218861075,0,1
Cepelova J.,Vesnina E.,"['p1', 'p1', 'p2', 'p2']","['U', 'U', 'N', 'N']","['UW', 'UW']","['03/04/2014', '07/04/2015', '27/04/2015', '23/03/2016']","['03/04/2014', '07/04/2015', '27/04/2015', '23/03/2016']",0.5,1.0,1.3024652979670122,2.697534702032988,2,2
Vesnina E.,Zheng S.,['p1'],['N'],[],['17/05/2016'],['17/05/2016'],nan,1.0,0.8469290108096421,0.15307098919035791,1,0
Davis L.,Vesnina E.,['p1'],['N'],[],['16/02/2017'],['16/02/2017'],nan,1.0,0.4772111958922178,0.5227888041077823,1,0
Giorgi C.,Vesnina E.,['p2'],['N'],[],['22/08/2016'],['22/08/2016'],nan,1.0,0.36805452261219973,0.6319454773878003,0,1
Beck A.,Vesnina E.,['p1'],['N'],[],['07/03/2014'],['07/03/2014'],nan,1.0,0.4270184280245941,0.5729815719754059,1,0
Vesnina E.,Wang Q.,['p2'],['U'],['UL'],['15/05/2017'],['15/05/2017'],nan,1.0,0.6352463621777827,0.3647536378222173,0,1
Vekic D.,Vesnina E.,"['p2', 'p1']","['N', 'U']",['UW'],"['22/03/2013', '23/03/2018']","['22/03/2013', '23/03/2018']",0.0,1.0,0.6136012492154509,1.386398750784549,1,1
Duan Y.Y.,Vesnina E.,"['p2', 'p2']","['N', 'N']",[],"['24/09/2017', '03/10/2017']","['24/09/2017', '03/10/2017']",nan,1.0,0.4387872916382158,1.5612127083617844,0,2
Svitolina E.,Vesnina E.,"['p2', 'p2', 'p1', 'p1', 'p1']","['N', 'U', 'N', 'N', 'N']",['UL'],"['12/05/2014', '12/10/2015', '25/08/2016', '03/11/2016', '05/10/2017']","['12/05/2014', '12/10/2015', '25/08/2016', '03/11/2016', '05/10/2017']",2.0,1.0,3.002411913812971,1.997588086187029,3,2
Barty A.,Vesnina E.,['p1'],['N'],[],['09/08/2017'],['09/08/2017'],nan,1.0,0.4636853242645368,0.5363146757354633,1,0
Kumkhum L.,Vesnina E.,['p1'],['U'],['UW'],['10/10/2017'],['10/10/2017'],nan,1.0,0.18758294990995864,0.8124170500900413,1,0
Townsend T.,Vesnina E.,['p2'],['N'],[],['04/04/2018'],['04/04/2018'],nan,1.0,0.3103814947133616,0.6896185052866384,0,1
Schmiedlova A.,Vesnina E.,['p2'],['N'],[],['01/04/2014'],['01/04/2014'],nan,1.0,0.15723817252253164,0.8427618274774683,0,1
Kozlova K.,Vesnina E.,"['p2', 'p1']","['U', 'N']",['UL'],"['11/03/2015', '11/02/2016']","['11/03/2015', '11/02/2016']",0.0,1.0,0.5901146806519538,1.4098853193480463,1,1
Arruabarrena L.,Vesnina E.,['p2'],['N'],[],['07/01/2018'],['07/01/2018'],nan,1.0,0.34462848747031505,0.6553715125296851,0,1
Bencic B.,Vesnina E.,['p2'],['U'],['UL'],['06/04/2016'],['06/04/2016'],nan,1.0,0.7689775213881206,0.23102247861187944,0,1
Friedsam A.L.,Vesnina E.,['p1'],['U'],['UW'],['28/09/2015'],['28/09/2015'],nan,1.0,0.30434888654356207,0.695651113456438,1,0
Konjuh A.,Vesnina E.,"['p2', 'p1']","['U', 'N']",['UL'],"['06/01/2015', '22/02/2017']","['06/01/2015', '22/02/2017']",inf,1.0,1.1042797720490927,0.8957202279509076,1,1
Cepede Royg V.,Vesnina E.,['p2'],['N'],[],['28/06/2017'],['28/06/2017'],nan,1.0,0.32479539286858894,0.6752046071314111,0,1
Bogdan A.,Vesnina E.,['p1'],['U'],['UW'],['21/08/2017'],['21/08/2017'],nan,1.0,0.20861865166651436,0.7913813483334856,1,0
Ostapenko J.,Vesnina E.,"['p2', 'p2']","['N', 'U']",['UL'],"['01/05/2016', '21/02/2018']","['01/05/2016', '21/02/2018']",inf,0.3333333333333333,1.0965770051745705,0.9034229948254295,0,2
Kasatkina D.,Vesnina E.,"['p2', 'p1']","['U', 'N']",['UL'],"['26/04/2017', '22/02/2018']","['26/04/2017', '22/02/2018']",inf,1.0,1.1854079520572407,0.8145920479427593,1,1
Vesnina E.,Vikhlyantseva N.,['p2'],['U'],['UL'],['18/10/2017'],['18/10/2017'],nan,1.0,0.7520881924986854,0.24791180750131464,0,1
Bellis C.,Vesnina E.,['p2'],['U'],['UL'],['10/03/2018'],['10/03/2018'],nan,1.0,0.6282909469173675,0.37170905308263247,0,1
Strycova B.,Vesnina E.,['p1'],['N'],[],['29/04/2015'],['29/04/2015'],nan,1.0,0.30071684957238776,0.6992831504276122,1,0
Tig P.M.,Vesnina E.,['p2'],['N'],[],['10/02/2016'],['10/02/2016'],nan,1.0,0.25440546429959265,0.7455945357004075,0,1
Sakkari M.,Vesnina E.,['p1'],['U'],['UW'],['27/09/2017'],['27/09/2017'],nan,1.0,0.3154965117696507,0.6845034882303493,1,0
Blinkova A.,Vesnina E.,['p1'],['U'],['UW'],['12/02/2018'],['12/02/2018'],nan,1.0,0.15317807828688174,0.8468219217131182,1,0
Mertens E.,Vesnina E.,['p2'],['N'],[],['26/09/2017'],['26/09/2017'],nan,1.0,0.4696175353524024,0.5303824646475974,0,1
Stollar F.,Vesnina E.,['p1'],['U'],['UW'],['05/04/2017'],['05/04/2017'],nan,1.0,0.19555077871550702,0.804449221284493,1,0
Erakovic M.,Pin C.,['p2'],['U'],['UL'],['22/07/2008'],['22/07/2008'],nan,1.0,0.7176572185104801,0.28234278148951975,0,1
Cohen Aloro S.,Pin C.,['p1'],['U'],['UW'],['19/05/2008'],['19/05/2008'],nan,1.0,0.6124236171413472,0.3875763828586527,1,0
Pin C.,Savchuk O.,['p1'],['N'],[],['27/03/2008'],['27/03/2008'],nan,1.0,0.48611186775960846,0.5138881322403915,1,0
Pin C.,Tanasugarn T.,['p2'],['N'],[],['01/10/2008'],['01/10/2008'],nan,1.0,0.25112162739563443,0.7488783726043656,0,1
Kudryavtseva A.,Pin C.,['p2'],['U'],['UL'],['18/09/2008'],['18/09/2008'],nan,1.0,0.39392409112204124,0.6060759088779587,0,1
Bovina E.,Pin C.,['p1'],['U'],['UW'],['24/07/2008'],['24/07/2008'],nan,1.0,0.5262019788201774,0.47379802117982256,1,0
Makarova E.,Pin C.,['p2'],['N'],[],['11/08/2008'],['11/08/2008'],nan,1.0,0.3957164702366181,0.604283529763382,0,1
Dubois S.,Pin C.,['p1'],['U'],['UW'],['23/09/2008'],['23/09/2008'],nan,1.0,0.3232793189831786,0.6767206810168215,1,0
Cetkovska P.,Pin C.,['p1'],['N'],[],['12/06/2008'],['12/06/2008'],nan,1.0,0.6838045307410386,0.3161954692589613,1,0
Koryttseva M.,Pin C.,['p1'],['N'],[],['27/02/2008'],['27/02/2008'],nan,1.0,0.8194706284993123,0.18052937150068765,1,0
Kvitova P.,Pin C.,['p2'],['U'],['UL'],['23/07/2009'],['23/07/2009'],nan,1.0,0.6097290824521195,0.39027091754788035,0,1
